fita,status,ult movimentação
FCD053L5,ARMAZENADO,03/05/2022
FCD563L5,ARMAZENADO,23/11/2021
FTD323L5,ARMAZENADO,01/11/2021
BDB612L6,ARMAZENADO,22/03/2022
BDB492L6,ARMAZENADO,22/03/2022
FTF003L5,ARMAZENADO,01/03/2022
BDB643L6,ARMAZENADO,31/05/2022
FTH093L5,EM CLIENTE,10/05/2022
FTC982L5,EM CLIENTE,10/06/2022
FTC667L5,ARMAZENADO,12/04/2022
BDB748L6,ARMAZENADO,17/05/2022
DIH156L5,ARMAZENADO,31/08/2020
DIH898L5,EM CLIENTE,29/07/2020
SPN064L5,ARMAZENADO,26/03/2019
SPN025L5,ARMAZENADO,04/06/2019
CLNU04L1,ARMAZENADO,10/03/2020
AJF797L8,EM CLIENTE,17/11/2022
BDB500L6,ARMAZENADO,25/05/2021
BDB710L6,ARMAZENADO,24/05/2022
FCD016L5,ARMAZENADO,25/05/2021
BDB913L6,ARMAZENADO,12/04/2022
FCD052L5,ARMAZENADO,03/05/2022
FTD299L5,ARMAZENADO,28/09/2021
PTA053L5,ARMAZENADO,16/04/2019
FXZ462L5,EM CLIENTE,06/12/2022
CFK969L6,ARMAZENADO,
FTE806L5,ARMAZENADO,
FTD291L5,ARMAZENADO,28/09/2021
CGB392L6,EM CLIENTE,16/07/2019
FCF571L5,EM CLIENTE,08/12/2021
FCD209L5,ARMAZENADO,12/04/2022
FTD168L5,ARMAZENADO,
CZX792L5,EM CLIENTE,25/01/2022
CPW103L4,EM CLIENTE,17/12/2019
BBM758L5,ARMAZENADO,26/04/2022
FCF070L5,ARMAZENADO,
BRGVV030L5,ARMAZENADO,
FCD586L5,ARMAZENADO,01/11/2021
BDB898L6,ARMAZENADO,04/01/2022
FCD068L5,ARMAZENADO,
PTA050L5,ARMAZENADO,12/11/2019
FTD433L5,ARMAZENADO,17/11/2020
FTG728L5,ARMAZENADO,
CHC169L6,ARMAZENADO,
BDB808L6,ARMAZENADO,
CFK960L6,ARMAZENADO,26/10/2021
FTH461L5,ARMAZENADO,28/12/2021
PTA031L5,ARMAZENADO,16/04/2019
FCD055L5,ARMAZENADO,03/05/2022
DIH121L5,EM CLIENTE,01/06/2021
DII001L5,EM CLIENTE,01/02/2022
DIH224L5,EM CLIENTE,03/05/2022
BDB892L6,ARMAZENADO,30/11/2021
UHU049L5,ARMAZENADO,12/11/2019
DIH059L5,EM CLIENTE,25/08/2020
CZY995L5,ARMAZENADO,14/09/2021
SPN029L5,ARMAZENADO,09/04/2019
FCD975L5,ARMAZENADO,21/11/2019
FCE927L5,EM CLIENTE,17/08/2021
DIH983L5,ARMAZENADO,06/04/2021
CQZ559L5,ARMAZENADO,17/09/2019
GAC387L5,ARMAZENADO,13/10/2020
BLK111L5,ARMAZENADO,27/12/2019
CBG050L6,EM CLIENTE,16/06/2020
CFL156L6,ARMAZENADO,26/03/2019
BDB837L6,ARMAZENADO,31/08/2021
FCD185L5,ARMAZENADO,
BDB862L6,ARMAZENADO,28/09/2021
FTD183L5,ARMAZENADO,21/11/2019
CZZ038L5,ARMAZENADO,
CZX780L5,ARMAZENADO,
DIH977L5,ARMAZENADO,17/05/2022
FXZ481L5,ARMAZENADO,
FTG919L5,ARMAZENADO,26/04/2022
BDB527L6,ARMAZENADO,24/12/2019
FXZ764L5,ARMAZENADO,
FTH142L5,ARMAZENADO,01/02/2022
FCE913L5,EM CLIENTE,25/01/2022
DIE178L5,EM CLIENTE,16/06/2020
FTH500L5,ARMAZENADO,16/07/2019
CZX774L5,EM CLIENTE,15/02/2022
FTD308L5,ARMAZENADO,28/09/2021
DII088L5,ARMAZENADO,21/11/2019
VV0047L5,EM CLIENTE,17/01/2023
VV0110L5,ARMAZENADO,
FCE875L5,EM CLIENTE,16/07/2019
CFK964L6,ARMAZENADO,17/12/2019
CFL029L6,ARMAZENADO,24/09/2019
FCE936L5,ARMAZENADO,
FTD336L5,ARMAZENADO,01/11/2021
FFC247L5,EM CLIENTE,14/06/2022
FIC050L5,ARMAZENADO,10/05/2022
SAP064L8,EM CLIENTE,19/07/2022
FCD039L5,ARMAZENADO,14/06/2022
FTC616L5,ARMAZENADO,05/04/2022
BBM752L5,ARMAZENADO,30/11/2021
AJF806L8,EM CLIENTE,13/09/2022
BDB851L6,ARMAZENADO,28/09/2021
FTC976L5,EM CLIENTE,10/06/2022
FTG721L5,ARMAZENADO,
FCC995L5,ARMAZENADO,30/11/2021
FIC022L5,ARMAZENADO,01/03/2022
FCD605L5,ARMAZENADO,01/11/2021
000051L6,EM CLIENTE,10/06/2022
FTD023L5,ARMAZENADO,31/08/2021
BDB660L6,ARMAZENADO,06/07/2021
FTG839L5,ARMAZENADO,
PLI674L4,ARMAZENADO,
CIO172L6,ARMAZENADO,
FCD772L5,ARMAZENADO,16/04/2019
FTH515L5,ARMAZENADO,
FCD612L5,ARMAZENADO,22/03/2022
GOI013L7,EM CLIENTE,21/09/2021
FIB968L5,ARMAZENADO,28/09/2021
UHU025L5,ARMAZENADO,16/08/2022
FTC988L5,ARMAZENADO,20/07/2021
FTC772L5,ARMAZENADO,
FTG643L5,EM CLIENTE,18/10/2022
DIH080L5,EM CLIENTE,01/06/2021
FTD340L5,ARMAZENADO,17/05/2022
CZY998L5,ARMAZENADO,25/01/2022
FTG577L5,ARMAZENADO,26/04/2022
BDB555L6,ARMAZENADO,20/08/2019
FCE906L5,EM CLIENTE,25/08/2020
FTH549L5,ARMAZENADO,
FIB963L5,ARMAZENADO,07/12/2021
VV0078L5,ARMAZENADO,18/10/2022
CBG046L6,EM CLIENTE,11/06/2019
DIH081L5,ARMAZENADO,18/08/2020
FIB985L5,ARMAZENADO,29/10/2019
FTC806L5,EM CLIENTE,19/05/2020
BDB738L6,ARMAZENADO,05/04/2022
CZX763L5,EM CLIENTE,23/02/2021
FTC649L5,ARMAZENADO,10/06/2022
SP0018L5,ARMAZENADO,17/12/2019
CHC195L6,ARMAZENADO,27/12/2019
PTA016L5,ARMAZENADO,
FCD044L5,ARMAZENADO,14/06/2022
DII024L5,ARMAZENADO,01/11/2021
FTG592L5,EM CLIENTE,17/11/2022
SJP033L7,ARMAZENADO,
FCE882L5,EM CLIENTE,16/07/2019
FXZ779L5,ARMAZENADO,
VV0162L5,ARMAZENADO,
CHC193L6,ARMAZENADO,27/12/2019
GOI021L7,EM CLIENTE,06/12/2022
FTH275L5,ARMAZENADO,31/08/2021
BUR950L6,EM CLIENTE,18/03/2021
BDB621L6,ARMAZENADO,26/04/2022
DIH994L5,EM CLIENTE,07/12/2021
BDB659L6,ARMAZENADO,06/07/2021
FCD050L5,ARMAZENADO,24/09/2019
FFC192L5,ARMAZENADO,14/06/2022
BDB751L6,ARMAZENADO,17/05/2022
FTC978L5,EM CLIENTE,10/06/2022
VV0041L5,EM CLIENTE,12/11/2019
VV0096L5,ARMAZENADO,
FTD331L5,ARMAZENADO,01/11/2021
FCD470L5,ARMAZENADO,08/12/2021
GM1269L5,ARMAZENADO,
CZX775L5,EM CLIENTE,23/02/2021
FTE831L5,ARMAZENADO,
SJP032L7,ARMAZENADO,
DIH296L5,ARMAZENADO,22/09/2020
CIO230L6,ARMAZENADO,17/12/2019
BDB610L6,ARMAZENADO,22/03/2022
FTD031L5,ARMAZENADO,31/08/2021
CZY700L5,ARMAZENADO,16/04/2019
DIH045L5,EM CLIENTE,14/06/2022
FIC002L5,ARMAZENADO,25/05/2021
BDB486L6,ARMAZENADO,01/02/2022
CRZ003L5,ARMAZENADO,
VV0031L5,ARMAZENADO,16/04/2019
BDB746L6,ARMAZENADO,17/05/2022
BDB476L6,ARMAZENADO,27/12/2019
FCD595L5,ARMAZENADO,01/11/2021
BRCRZ029L3,ARMAZENADO,
FTC993L5,ARMAZENADO,20/07/2021
BDB828L6,ARMAZENADO,31/08/2021
FTH263L5,ARMAZENADO,20/07/2021
BDB875L6,ARMAZENADO,01/11/2021
FFC030L5,ARMAZENADO,01/02/2022
CZY973L5,ARMAZENADO,14/06/2022
SPN006L5,ARMAZENADO,14/05/2019
DIH669L5,EM CLIENTE,15/12/2020
FTG560L5,ARMAZENADO,24/12/2019
FCD478L5,EM CLIENTE,08/12/2021
CIO176L6,ARMAZENADO,17/12/2019
FIC008L5,ARMAZENADO,01/02/2022
FTC615L5,ARMAZENADO,05/04/2022
FFC172L5,ARMAZENADO,08/03/2022
FTH091L5,EM CLIENTE,10/05/2022
FTD338L5,ARMAZENADO,01/11/2021
FCD575L5,ARMAZENADO,23/11/2021
FCD572L5,ARMAZENADO,23/11/2021
BBM717L5,ARMAZENADO,04/01/2022
FCD683L5,ARMAZENADO,
FTD306L5,ARMAZENADO,28/09/2021
FFC043L5,ARMAZENADO,08/09/2020
FIC010L5,ARMAZENADO,14/06/2022
SAP048L8,EM CLIENTE,19/07/2022
FTH128L5,ARMAZENADO,08/09/2020
CIO183L6,ARMAZENADO,
FTC810L5,ARMAZENADO,17/11/2022
DIH284L5,ARMAZENADO,17/09/2019
CBG054L6,EM CLIENTE,17/12/2019
CIO192L6,ARMAZENADO,
CZY923L5,ARMAZENADO,16/04/2019
FIC021L5,ARMAZENADO,10/05/2022
BDB675L6,ARMAZENADO,20/07/2021
BDB735L6,ARMAZENADO,05/04/2022
FTD281L5,ARMAZENADO,16/04/2019
FFC175L5,ARMAZENADO,08/03/2022
FTG695L5,EM CLIENTE,06/12/2022
VV0059L5,ARMAZENADO,18/10/2022
BDB606L6,ARMAZENADO,22/03/2022
DIH960L5,EM CLIENTE,14/06/2022
FTG759L5,EM CLIENTE,01/06/2021
FTC787L5,ARMAZENADO,
DIH212L5,EM CLIENTE,25/08/2020
CZZ003L5,ARMAZENADO,12/07/2022
FTG941L5,ARMAZENADO,01/03/2022
DIH238L5,ARMAZENADO,13/07/2021
FTC989L5,ARMAZENADO,20/07/2021
FTH079L5,ARMAZENADO,30/11/2021
CZX773L5,EM CLIENTE,15/02/2022
FTC999L5,EM CLIENTE,21/02/2019
DIH109L5,ARMAZENADO,18/03/2021
FFC029L5,ARMAZENADO,01/02/2022
FCE920L5,EM CLIENTE,13/07/2021
CFK971L6,ARMAZENADO,
FTG732L5,ARMAZENADO,
FCE905L5,EM CLIENTE,18/03/2021
DIH108L5,ARMAZENADO,01/06/2021
FTG847L5,ARMAZENADO,
FTG563L5,EM CLIENTE,12/11/2019
FTC807L5,EM CLIENTE,19/05/2020
FCE996L5,ARMAZENADO,01/02/2022
FTD312L5,ARMAZENADO,28/09/2021
BDB917L6,ARMAZENADO,12/04/2022
FTG951L5,ARMAZENADO,24/12/2019
FCE908L5,EM CLIENTE,21/04/2021
DIH208L5,EM CLIENTE,01/06/2021
BDB521L6,ARMAZENADO,01/11/2021
FCD974L5,ARMAZENADO,21/11/2019
DIH194L5,EM CLIENTE,01/06/2021
FTE771L5,ARMAZENADO,
DIH075L5,ARMAZENADO,13/09/2022
FTH377L5,EM CLIENTE,05/05/2020
FCD244L5,ARMAZENADO,18/06/2019
FTD017L5,ARMAZENADO,31/08/2021
FFC184L5,ARMAZENADO,28/09/2021
BBM761L5,ARMAZENADO,26/04/2022
FTC712L5,EM CLIENTE,14/05/2019
GFK776L5,EM CLIENTE,06/12/2022
BDB800L6,ARMAZENADO,
FCD223L5,ARMAZENADO,05/04/2022
BBM764L5,ARMAZENADO,26/04/2022
SPN058L5,ARMAZENADO,16/04/2019
FTG833L5,ARMAZENADO,
FCB406L5,EM CLIENTE,17/10/2019
BDB479L6,ARMAZENADO,21/02/2019
FTG657L5,ARMAZENADO,16/08/2022
FTE781L5,EM CLIENTE,16/08/2022
FTC663L5,ARMAZENADO,12/04/2022
VV0114L5,ARMAZENADO,
BDB825L6,ARMAZENADO,20/07/2021
FCD160L5,EM CLIENTE,15/03/2022
FCD482L5,EM CLIENTE,08/12/2021
BBM713L5,ARMAZENADO,04/01/2022
BBM748L5,ARMAZENADO,30/11/2021
BDB604L6,ARMAZENADO,22/03/2022
JAC045L5,ARMAZENADO,
FTH379L5,EM CLIENTE,05/05/2020
FCC985L5,ARMAZENADO,24/12/2019
FCD079L5,ARMAZENADO,12/01/2021
BLK120L5,EM CLIENTE,11/08/2020
GFK799L5,ARMAZENADO,22/03/2022
DIH885L5,ARMAZENADO,06/12/2022
SAA165L5,ARMAZENADO,14/01/2020
DIG960L5,ARMAZENADO,
FCE985L5,ARMAZENADO,01/02/2022
GFK825L5,ARMAZENADO,31/05/2022
FCD652L5,ARMAZENADO,15/04/2020
FTD432L5,ARMAZENADO,17/11/2020
FTG606L5,ARMAZENADO,15/06/2021
CRZ041L5,ARMAZENADO,16/04/2019
DIH214L5,EM CLIENTE,01/06/2021
FCD216L5,EM CLIENTE,10/06/2022
FFB963L5,ARMAZENADO,31/05/2022
FTC611L5,ARMAZENADO,05/04/2022
DIH962L5,EM CLIENTE,14/06/2022
FFC195L5,EM CLIENTE,17/11/2022
DII009L5,ARMAZENADO,04/01/2022
BDB663L6,ARMAZENADO,06/07/2021
DIH667L5,EM CLIENTE,15/12/2020
FCD679L5,ARMAZENADO,
CIO225L6,ARMAZENADO,01/11/2021
FTG572L5,ARMAZENADO,14/01/2020
FIC042L5,ARMAZENADO,10/05/2022
GFK798L5,ARMAZENADO,22/03/2022
FTE816L5,ARMAZENADO,12/11/2019
FTD214L5,ARMAZENADO,
FIC026L5,ARMAZENADO,01/03/2022
DIH062L5,EM CLIENTE,25/08/2020
FTG561L5,EM CLIENTE,12/11/2019
DIH987L5,EM CLIENTE,22/03/2022
FCD220L5,EM CLIENTE,10/06/2022
BDB598L6,ARMAZENADO,01/03/2022
CGB429L6,EM CLIENTE,14/12/2021
BDB433L6,ARMAZENADO,05/04/2022
DIH291L5,ARMAZENADO,12/03/2019
FTG607L5,EM CLIENTE,17/12/2019
CIO222L6,ARMAZENADO,26/10/2021
SJP028L7,ARMAZENADO,
FTF011L5,ARMAZENADO,03/05/2022
FTG927L5,ARMAZENADO,17/11/2020
BDB890L6,ARMAZENADO,30/11/2021
FTH266L5,ARMAZENADO,20/07/2021
DIH021L5,ARMAZENADO,17/11/2022
BRCRZ032L3,ARMAZENADO,
CBG058L6,EM CLIENTE,20/08/2019
GFK836L5,ARMAZENADO,31/05/2022
FTC966L5,ARMAZENADO,17/11/2022
FTH132L5,ARMAZENADO,01/11/2021
DIH267L5,ARMAZENADO,22/09/2020
CZY996L5,ARMAZENADO,18/10/2022
DIH115L5,EM CLIENTE,01/06/2021
CZY706L5,EM CLIENTE,17/01/2023
FCF003L5,ARMAZENADO,18/06/2019
FFC167L5,ARMAZENADO,03/05/2022
DIH899L5,ARMAZENADO,06/12/2022
FFB998L5,ARMAZENADO,03/05/2022
FTD272L5,ARMAZENADO,16/04/2019
VV0123L5,EM CLIENTE,17/09/2019
BBM736L5,ARMAZENADO,30/11/2021
BDB537L6,ARMAZENADO,24/09/2019
FCD621L5,ARMAZENADO,22/03/2022
FCF048L5,ARMAZENADO,06/07/2021
FTC653L5,ARMAZENADO,10/06/2022
BDB609L6,ARMAZENADO,22/03/2022
FTC973L5,EM CLIENTE,10/06/2022
FFB967L5,ARMAZENADO,31/05/2022
FTC670L5,ARMAZENADO,24/05/2022
BDB523L6,ARMAZENADO,30/11/2021
FCC988L5,ARMAZENADO,24/09/2019
FTH100L5,ARMAZENADO,24/12/2019
BLK063L5,ARMAZENADO,05/06/2019
FCF024L5,ARMAZENADO,17/05/2022
CPW182L4,ARMAZENADO,17/12/2019
CQZ593L5,ARMAZENADO,
FCD483L5,ARMAZENADO,14/06/2022
GM1277L5,ARMAZENADO,
CFL030L6,ARMAZENADO,27/12/2019
FCD369L5,ARMAZENADO,16/07/2019
BDB494L6,ARMAZENADO,22/03/2022
FTC669L5,ARMAZENADO,24/05/2022
CIO186L6,ARMAZENADO,
FTG620L5,ARMAZENADO,
CGB406L6,EM CLIENTE,25/01/2022
CFL162L6,ARMAZENADO,24/12/2019
FTE851L5,ARMAZENADO,
DIH274L5,ARMAZENADO,16/07/2019
FCD573L5,ARMAZENADO,23/11/2021
CQZ607L5,ARMAZENADO,11/08/2020
FTD365L5,ARMAZENADO,
CZY716L5,ARMAZENADO,13/09/2022
BDB806L6,ARMAZENADO,24/12/2019
CPW110L4,EM CLIENTE,05/04/2022
CQZ565L5,ARMAZENADO,25/05/2021
FFC052L5,ARMAZENADO,17/05/2022
DIH087L5,EM CLIENTE,15/12/2020
FTH063L5,ARMAZENADO,20/07/2021
CIO191L6,ARMAZENADO,
FFC213L5,ARMAZENADO,19/04/2022
DII006L5,ARMAZENADO,23/11/2021
FCD376L5,ARMAZENADO,05/05/2020
FTC642L5,ARMAZENADO,22/03/2022
FTH092L5,ARMAZENADO,10/05/2022
BDB617L6,ARMAZENADO,22/03/2022
FTD050L5,ARMAZENADO,17/05/2022
FTG598L5,ARMAZENADO,
BDB635L6,ARMAZENADO,31/05/2022
FTE797L5,ARMAZENADO,17/10/2019
SPN063L5,ARMAZENADO,
SAP147L8,EM CLIENTE,19/07/2022
DIH114L5,EM CLIENTE,25/08/2020
GFK773L5,ARMAZENADO,
CZY980L5,EM CLIENTE,25/08/2020
CZY715L5,ARMAZENADO,18/10/2022
BDB703L6,ARMAZENADO,24/05/2022
BBM763L5,ARMAZENADO,26/04/2022
SP0029L5,ARMAZENADO,14/12/2021
BDB671L6,ARMAZENADO,20/07/2021
DIH099L5,EM CLIENTE,01/06/2021
CZX772L5,EM CLIENTE,15/02/2022
DII063L5,ARMAZENADO,
VV0028L5,ARMAZENADO,14/12/2021
DIH101L5,EM CLIENTE,19/07/2022
FTC710L5,EM CLIENTE,17/09/2019
FYB478L5,ARMAZENADO,03/05/2022
BLK137L5,ARMAZENADO,29/10/2019
FCF020L5,ARMAZENADO,17/05/2022
FTC626L5,ARMAZENADO,01/11/2021
VV0194L5,ARMAZENADO,
FCF006L5,ARMAZENADO,
FIC003L5,ARMAZENADO,25/05/2021
FCD609L5,ARMAZENADO,01/11/2021
FTD208L5,ARMAZENADO,24/12/2019
FTE762L5,EM CLIENTE,25/01/2022
CIO221L6,ARMAZENADO,
CZX758L5,EM CLIENTE,14/01/2020
VV0101L5,ARMAZENADO,14/12/2021
FCB421L5,EM CLIENTE,16/04/2019
CGB404L6,EM CLIENTE,25/01/2022
FTC794L5,ARMAZENADO,
DIH102L5,ARMAZENADO,17/03/2020
FTH509L5,ARMAZENADO,
FCD178L5,EM CLIENTE,10/06/2022
FIC045L5,EM CLIENTE,10/05/2022
CZY685L5,EM CLIENTE,25/01/2022
FTC815L5,ARMAZENADO,21/02/2019
FTC586L5,ARMAZENADO,28/09/2021
FCD395L5,ARMAZENADO,20/08/2019
UHU006L5,ARMAZENADO,14/01/2020
BDB440L6,ARMAZENADO,04/01/2022
SPN037L5,ARMAZENADO,21/05/2019
DIH060L5,EM CLIENTE,19/07/2022
BDB570L6,ARMAZENADO,24/12/2019
GFK765L5,EM CLIENTE,17/11/2022
CHC170L6,ARMAZENADO,
FTH376L5,EM CLIENTE,05/05/2020
BDB836L6,ARMAZENADO,31/08/2021
VV0098L5,EM CLIENTE,17/09/2019
FFC048L5,ARMAZENADO,08/03/2022
FCD210L5,ARMAZENADO,12/04/2022
FTD294L5,ARMAZENADO,28/09/2021
CIO240L6,ARMAZENADO,19/04/2022
FTD045L5,ARMAZENADO,01/03/2022
CZY930L5,ARMAZENADO,16/08/2022
GFK770L5,ARMAZENADO,
BBM783L5,ARMAZENADO,26/04/2022
FYB477L5,ARMAZENADO,03/05/2022
FCD676L5,ARMAZENADO,14/02/2019
FTG956L5,ARMAZENADO,26/04/2022
FFC032L5,ARMAZENADO,01/02/2022
VV0192L5,ARMAZENADO,
BDB680L6,ARMAZENADO,03/05/2022
DIH066L5,ARMAZENADO,
CZY696L5,ARMAZENADO,16/04/2019
BDB441L6,ARMAZENADO,04/01/2022
DIH131L5,ARMAZENADO,
FTG664L5,EM CLIENTE,15/02/2022
DIH970L5,ARMAZENADO,14/06/2022
FIC055L5,ARMAZENADO,07/12/2021
DII391L5,EM CLIENTE,11/10/2021
SPN043L5,ARMAZENADO,07/05/2019
FCD182L5,EM CLIENTE,10/06/2022
SP0040L5,ARMAZENADO,16/08/2022
FCD192L5,ARMAZENADO,
FTD304L5,ARMAZENADO,28/09/2021
CQZ561L5,EM CLIENTE,17/09/2019
DIH191L5,EM CLIENTE,17/12/2019
DIH063L5,ARMAZENADO,
BDB846L6,ARMAZENADO,31/08/2021
FIC054L5,EM CLIENTE,10/05/2022
cbg049l6,ARMAZENADO,
FTH113L5,ARMAZENADO,26/04/2022
AJE741L8,EM CLIENTE,19/07/2022
FCF568L5,EM CLIENTE,08/12/2021
DIH223L5,ARMAZENADO,18/10/2022
CZZ005L5,ARMAZENADO,25/08/2020
DIG967L5,EM CLIENTE,23/05/2022
CZY956L5,EM CLIENTE,15/06/2021
VV0040L5,EM CLIENTE,12/11/2019
CGB412L6,EM CLIENTE,15/02/2022
DIH237L5,EM CLIENTE,03/05/2022
CIO235L6,ARMAZENADO,04/01/2022
SAA201L5,ARMAZENADO,19/04/2022
BDB618L6,ARMAZENADO,22/03/2022
BUR959L6,EM CLIENTE,16/02/2021
FIB996L5,EM CLIENTE,01/02/2022
BDB708L6,ARMAZENADO,24/05/2022
SJP044L7,EM CLIENTE,17/11/2020
FFC160L5,ARMAZENADO,03/05/2022
DIH881L5,EM CLIENTE,17/03/2020
FTG651L5,EM CLIENTE,06/12/2022
UHU029L5,ARMAZENADO,16/08/2022
BDB535L6,ARMAZENADO,21/05/2019
FCD377L5,ARMAZENADO,21/05/2019
FTD007L5,ARMAZENADO,28/09/2021
SAA017L5,EM CLIENTE,04/09/2019
CRZ023L5,ARMAZENADO,17/12/2019
FTC719L5,ARMAZENADO,12/11/2019
FCD017L5,ARMAZENADO,25/05/2021
BDB591L6,ARMAZENADO,01/03/2022
DII027L5,ARMAZENADO,07/12/2021
FTD033L5,ARMAZENADO,31/08/2021
FIB965L5,ARMAZENADO,31/08/2021
FTG581L5,ARMAZENADO,19/05/2020
SPN018L5,ARMAZENADO,14/05/2019
FTC628L5,ARMAZENADO,01/11/2021
FCD677L5,ARMAZENADO,14/02/2019
CRZ035L5,ARMAZENADO,16/04/2019
FCD056L5,ARMAZENADO,03/05/2022
CFL188L6,ARMAZENADO,03/12/2019
DIH232L5,EM CLIENTE,13/09/2022
FTG917L5,ARMAZENADO,26/04/2022
CGB388L6,EM CLIENTE,16/11/2021
SAA020L5,EM CLIENTE,17/03/2020
BDB831L6,ARMAZENADO,28/09/2021
FTH105L5,ARMAZENADO,24/12/2019
FTG744L5,ARMAZENADO,28/07/2020
DIH242L5,EM CLIENTE,21/06/2022
DIH180L5,EM CLIENTE,17/12/2019
CIO184L6,ARMAZENADO,24/09/2019
BBM795L5,ARMAZENADO,01/03/2022
FCE974L5,ARMAZENADO,30/11/2021
FTC589L5,ARMAZENADO,28/09/2021
CFL164L6,ARMAZENADO,24/12/2019
APD942LU,ARMAZENADO,
BDB760L6,ARMAZENADO,19/04/2022
DIH058L5,EM CLIENTE,19/07/2022
BDB715L6,EM CLIENTE,10/06/2022
FTG957L5,ARMAZENADO,26/04/2022
BDB829L6,ARMAZENADO,28/09/2021
FCD081L5,ARMAZENADO,12/01/2021
FTC621L5,ARMAZENADO,01/11/2021
BDB742L6,ARMAZENADO,05/04/2022
BLK151L5,ARMAZENADO,12/11/2019
FCD008L5,EM CLIENTE,01/02/2022
FTC694L5,ARMAZENADO,14/06/2022
BDB646L6,ARMAZENADO,31/05/2022
FFB964L5,ARMAZENADO,31/05/2022
FCD025L5,EM CLIENTE,31/05/2022
DIH672L5,ARMAZENADO,18/10/2022
SAP063L8,EM CLIENTE,19/07/2022
BLK096L5,ARMAZENADO,05/11/2019
BDB611L6,ARMAZENADO,22/03/2022
FCF066L5,ARMAZENADO,
BLK133L5,EM CLIENTE,01/06/2021
FTD375L5,ARMAZENADO,24/05/2022
FCE951L5,EM CLIENTE,19/01/2021
FTH060L5,ARMAZENADO,20/07/2021
FTD300L5,ARMAZENADO,28/09/2021
FFC162L5,ARMAZENADO,03/05/2022
DIH230L5,ARMAZENADO,18/10/2022
SAA012L5,EM CLIENTE,04/09/2019
CPW101L4,EM CLIENTE,17/12/2019
FCD653L5,ARMAZENADO,14/06/2022
FIB999L5,ARMAZENADO,28/09/2021
FCD972L5,ARMAZENADO,21/11/2019
CZY915L5,EM CLIENTE,29/06/2021
FTG735L5,EM CLIENTE,23/02/2021
FFC191L5,ARMAZENADO,28/09/2021
FTD315L5,ARMAZENADO,31/08/2021
BDB519L6,ARMAZENADO,01/11/2021
CPW141L4,ARMAZENADO,17/11/2022
SPN070L5,ARMAZENADO,26/03/2019
FTH269L5,ARMAZENADO,31/08/2021
BDB498L6,ARMAZENADO,26/04/2022
PTA055L5,ARMAZENADO,12/11/2019
CZY974L5,ARMAZENADO,18/10/2022
BDB515L6,ARMAZENADO,28/09/2021
FTC639L5,ARMAZENADO,22/03/2022
BDB473L6,ARMAZENADO,21/11/2019
FTH529L5,ARMAZENADO,
BDB691L6,ARMAZENADO,03/05/2022
CZZ035L5,EM CLIENTE,25/01/2022
BDB809L6,ARMAZENADO,01/03/2022
BLK104L5,ARMAZENADO,16/08/2022
CIO216L6,ARMAZENADO,20/08/2019
BLK078L5,ARMAZENADO,21/02/2019
FTH555L5,EM CLIENTE,17/11/2022
GAC390L5,EM CLIENTE,17/01/2023
FTG686L5,ARMAZENADO,16/04/2019
FFC190L5,ARMAZENADO,28/09/2021
FTG714L5,ARMAZENADO,
CZY994L5,EM CLIENTE,06/12/2022
BDB849L6,ARMAZENADO,28/09/2021
FTD026L5,ARMAZENADO,28/09/2021
DIH182L5,EM CLIENTE,08/03/2022
BBM739L5,ARMAZENADO,30/11/2021
GFK794L5,ARMAZENADO,22/03/2022
FFC238L5,ARMAZENADO,01/02/2022
SP0006L5,ARMAZENADO,
FCD682L5,ARMAZENADO,16/07/2019
CBG051L6,EM CLIENTE,16/06/2020
FCD032L5,ARMAZENADO,14/06/2022
FCE933L5,EM CLIENTE,15/12/2020
FTH367L5,ARMAZENADO,31/08/2021
FTH493L5,ARMAZENADO,
DIH968L5,EM CLIENTE,25/10/2022
SAA004L5,ARMAZENADO,16/04/2019
SPN062L5,ARMAZENADO,
BDB765L6,ARMAZENADO,19/04/2022
BDB919L6,ARMAZENADO,12/04/2022
000049L6,ARMAZENADO,19/04/2022
BDB923L6,ARMAZENADO,12/04/2022
FTH141L5,ARMAZENADO,01/02/2022
DIH275L5,ARMAZENADO,16/07/2019
BDB549L6,ARMAZENADO,
FFC053L5,ARMAZENADO,17/05/2022
BLK056L5,ARMAZENADO,19/05/2020
DII016L5,ARMAZENADO,17/11/2020
FCF461L5,ARMAZENADO,
CQZ568L5,ARMAZENADO,13/09/2022
CBG059L6,EM CLIENTE,20/08/2019
FCD065L5,ARMAZENADO,12/11/2019
GAC399L5,ARMAZENADO,
BDB866L6,ARMAZENADO,01/11/2021
FTC598L5,ARMAZENADO,01/03/2022
FTD001L5,ARMAZENADO,30/11/2021
FTH065L5,ARMAZENADO,24/12/2019
FTG939L5,ARMAZENADO,26/04/2022
BDB926L6,ARMAZENADO,12/04/2022
DIH995L5,ARMAZENADO,07/12/2021
FCD194L5,ARMAZENADO,13/07/2021
VV0165L5,ARMAZENADO,
BDB787L6,ARMAZENADO,03/05/2022
FTG937L5,ARMAZENADO,31/08/2021
FTE856L5,ARMAZENADO,01/11/2021
FCD390L5,ARMAZENADO,
GAC397L5,ARMAZENADO,12/07/2022
UHU028L5,ARMAZENADO,16/08/2022
CZX801L5,EM CLIENTE,25/01/2022
CPW135L4,ARMAZENADO,
DIH115L5,EM CLIENTE,17/03/2020
FTD434L5,ARMAZENADO,17/11/2020
BDB786L6,ARMAZENADO,03/05/2022
